title,sent_id,sentence
Belgian Socialist Party,3,"It ceased to function during the Second World War, while Belgium was under Nazi occupation."
Belgian Socialist Party,4,"Its main support bases were the co - operative and trade union movements, and it won relatively more support in Wallonia."
Belgian Socialist Party,5,"Like most Belgian political organisations, the party supported greater integration with the European Economic Community, albeit in a socialist context."
Belgian Socialist Party,6,"As linguistic and community issues became more divisive, the Belgian Socialist Party split into two new entities: the Socialistische Partij for the Flemish community and the Parti Socialiste for the Francophone community."
Juan Guzmán (photographer),0,"Juan Guzmán (born Hans Gutmann Guster, also known as "" Juanito "", 28 October 1911 – 1982) was a German born Mexican photojournalist."
Juan Guzmán (photographer),1,He was known as a war photographer of the Spanish Civil War and later on his work with Mexican painters Frida Kahlo and Diego Rivera.
Juan Guzmán (photographer),2,Hans Gutmann was born in Cologne.
Juan Guzmán (photographer),3,In 1936 he joined the Spanish Civil War as a volunteer of the International Brigades.
Juan Guzmán (photographer),4,Gutmann later became a Spanish citizen and changed his name to Juan Guzmán.
Juan Guzmán (photographer),5,"There are more than 1,300 photographs from the Spanish Civil War in the archive of Agencia EFE (Madrid)."
Juan Guzmán (photographer),6,His most famous image is the picture of 17-year - old Marina Ginestà standing in top of Hotel Colón in Barcelona.
Juan Guzmán (photographer),7,It is one of the most iconic photographs of the Spanish Civil War.
Juan Guzmán (photographer),8,"After the war Guzmán fled to Mexico, where he arrived in 1940."
Juan Guzmán (photographer),9,He worked for major Mexican magazines and newspapers and became a friend of Frida Kahlo with whom Guzmán shared similar political views.
Juan Guzmán (photographer),10,In the 1950s he took a large number of photographs of Kahlo and her husband Diego Rivera.
Juan Guzmán (photographer),11,"Guzmán also photographed the artwork of Mexican painters like Gerardo Murillo, Jesús Reyes Ferreira and José Clemente Orozco."
Juan Guzmán (photographer),12,Juan Guzmán died in Mexico City in 1982.
Hanscarl Leuner,0,Hanscarl Leuner (born 1919 in Bautzen; died 1996 in Göttingen) was a German psychiatrist.
Hanscarl Leuner,1,His father was a leatherware factory owner.
Hanscarl Leuner,2,He studium of medicine at Frankfurt University and Marburg University (1939 – 1946) was interrupted by his military service in World War II.
Hanscarl Leuner,3,He was a pioneer in using psychoactive drugs for therapy in Germany.
Hanscarl Leuner,4,He invented the so - called Psycholytic Therapy (German: Psycholytische Therapie) which is a combination of psychodynamic psychotherapy with some light use of hallucinogens to enhance access to preconscious contents.
Hanscarl Leuner,5,"After the general prohibition of hallucinogens in most countries he developed Guided Affective Imagery (also known as: KIP, Katathym - imaginative Psychotherapy, Katathym - Psychotherapy, guided mental imagery, catathymic influences)."
Eclipse Aviation,0,"Eclipse Aviation Corporation was the Albuquerque, New Mexico - based manufacturer of the Eclipse 500 very light jet (VLJ) and also at one time proposed developing the Eclipse 400 single - engined jet."
Eclipse Aviation,1,"The company was founded in 1998 by early Microsoft employee and former Symantec CEO, Vern Raburn."
Eclipse Aviation,2,"Due to Raburn's relationship with Microsoft, Bill Gates was a major stake - holder in the Eclipse project."
Eclipse Aviation,3,Production of the Eclipse 500 was halted in October 2008 due to lack of funding.
Eclipse Aviation,4,"The company entered an unsuccessful Chapter 11 bankruptcy in November 2008, which was converted into a Chapter 7 bankruptcy liquidation procedure in February 2009."
Eclipse Aviation,5,"In the final Chapter 7 procedure, completed on August 20, 2009, there was only one bidder, a new company formed to acquire the assets, Eclipse Aerospace."
Eclipse Aviation,6,"Eclipse operated service centers at Albuquerque International Sunport, Gainesville Regional Airport in Florida, and Albany International Airport in New York."
Calochortus lyallii,0,"Calochortus lyallii, or Lyall's mariposa lily, is a North American species of flowering plant in the lily family."
Calochortus lyallii,1,"It is native and endemic to Province of British Columbia in western Canada, as well as the State of Washington in the northwestern United States."
Calochortus lyallii,2,"It only grows east of the Cascade crest in the mountains and foothills, and though its numbers are apparently secure in Washington, it is considered to be a blue - listed species in Canada- blue - listed taxa are at risk, but are not extirpated, endangered or threatened."
Calochortus lyallii,3,"It is found in dry to mesic open forest at lower to middle elevations in the mountains, commonly found with Pinus ponderosa (Ponderosa pine), Pseudotsuga menziesii (Douglas fir), Calamagrostis rubescens (pinegrass) and Carex geyeri (elk sedge)."
Bartolomeo Altomonte,0,"Bartolomeo Altomonte, also known as Bartholomäus Hohenberg (24 February 1694, in Warsaw – 11 November 1783, in Sankt Florian), was an Austrian baroque painter who specialized in large scale frescoes."
Bartolomeo Altomonte,1,"He was the son of Martino Altomonte, also a painter."
Bartolomeo Altomonte,2,"Altomonte was born in Warsaw, where his father, Martino Altomonte, had been appointed to the court of Jan Sobieskis."
Bartolomeo Altomonte,3,He was the third of six children.
Bartolomeo Altomonte,4,Altomonte spent most of his life in Linz and worked primarily in Austrian monasteries such as St. Florian's Priory and Admont Abbey.
Bartolomeo Altomonte,5,"He learned from assisting his father at painting, but also from an apprenticeship with Daniel Gran."
Bartolomeo Altomonte,6,Tendencies towards the rococo remained foreign to the artist all his life; he is considered one of the last great painters in the manner of the baroque allegory.
Mario Amilivia,0,"Mario Amilivia (9 November 1957 in León, Spain) is a Spanish politician."
Mario Amilivia,1,"He has served as mayor of León, Spain on two occasions: from 1995 to 2003, and from December 2004 to June 2007."
Mario Amilivia,2,"He comes from a prominent Leonese family; his grandfather, Antonio Amilivia, was president of the football club Cultural y Deportiva Leonesa in the 1950s, and the local soccer field is named after Antonio Amilivia."
Mario Amilivia,3,Mario Amilivia is married and has two daughters.
Mario Amilivia,4,"He received a law degree, and has served as secretary - general of the Association of Anthracite Mining Companies (Asociación de Empresas de Minas de Antracita, APEMA)."
Mario Amilivia,5,"For five years, he was associate professor of Constitutional Law at the University of León."
Mario Amilivia,6,"He was also president of the Regional Federation of Municipalities and Provinces of Castile - León (Federación Regional de Municipios y Provincias de Castilla y León) (1999 – 2003), president of the Partido Popular of León (1986 – 1989; 1993–2000)."
Mario Amilivia,7,He has also served as regional vice - secretary of the Partido Popular of Castile - León.
Mario Amilivia,8,He served in the Spanish Parliament as deputy for Leon province from 1986 to 1989.
Elbe Lateral Canal,0,"The Elbe Lateral Canal (;), is a long canal in Lower Saxony, Germany."
Elbe Lateral Canal,1,It runs from the Mittelland Canal near Gifhorn to the Elbe in Artlenburg.
Elbe Lateral Canal,2,"It forms an important transport connection between southern and northern Germany, and it provides a bypass of a section of the Elbe with limited navigability."
Elbe Lateral Canal,3,"At the construction start it was also thought as a bypass outside the GDR, considered politically unreliable."
Elbe Lateral Canal,4,"Construction of the Elbe Lateral Canal was started in 1968, and the canal was opened in June 1976."
Elbe Lateral Canal,5,"Due to a dam rupture, it was closed from July 1976 until June 1977."
Elbe Lateral Canal,6,"The difference in elevation between the Mitteland Canal and the Elbe is, which is overcome by a lock at Uelzen and the Scharnebeck twin ship lift, a boat lift at Scharnebeck."
Elbe Lateral Canal,7,"There are small ports along the canal in Lüneburg, Uelzen and Wittingen, and a landing stage at Wulfstorf (near Bienenbüttel)."
